#review	#polarity
방이동 최고의 비지니스호텔입니다건무내부 및 설비끼지리모델링한 스마트호텔입니다강추합니다	1
좋아요 깨끗하고 사장님도 친절하시네요잠실쪽오면 여기만 가요!!	1
깔끔하고 일단 실내에 좋은향기가나서 들어올때 기분좋았어요. 인테리어는 모던한편이고 편하게 쉬다갑니다	1
정말 깨끗하고 쾌적하네요!청결하고 주인분들도 다 친절하시구~편히 잘 쉬다 갑니다^^	1
방이동 최고의 북유럽스타일의비지니스 호텔입니다건물내부 및 설비까지 리모델링한 스마트호텔깨끗하고친절하고시설 좋고강추합니다	1
방이정말깔끔해요! 하얀 인테리어인데 때묻지도 않고 좋네요! 화장실도 깨끗하고 방에 냄새도 안나요~ 다음에 꼭 또 방문하려구요	1
프리미엄 객실을 이용했습니다실제보다 훨씬 크고좋았습니다자주 이용할께요강추합니다	1
급하게 예약해서 숙박하게 되었습니다방도 깨끗하고 비품도 좋아요 그리고 사장님이 친절하시고 방도 업그레이드 해주셨어요 1박동안 푹쉬다 갈게요:-)	1
55000원에 깔끔한 방에서 하루 보냈습니다.칫솔 등 위생용품이 들어있는 키트는 1000원에 별도 판매 하고 있고, 가운도 필요하면 가져다 줍니다^^7번 숙박하면 1박 무료라고 하니, 자주 이용하면 좋을 것같습니다. 사진에 처럼 넓어 보이는 방은 아니지만 둘이서 하루 자기 딱 좋았고 아쉬운 점은 제가 묵은 객실은 화장실이 반투명 문이라서 조금 민망할 수 있어요. 근데 화장실이랑 침실이 분리되어 있어서 그 앞에 서있는게 아니면 상관은 없습니다	1
가격대비 깔끔하고 화장실도 깔끔하고 좋습니다!! 친절하시구 인테리어도마음에듭니다	1
방이동 최고의 북유럽스타일의 비지니스스마트호텔입니다건물내부 및 설비도리모델링한 호텔입니다강추합니다	1
완전 편하게쉬다갑니다.저녁에 조금 춥긴하나 장판켜고자면 되요또올께요	1
방이동최고의 북유럽스타일의 비지니스 호텔입니다건물 내부 및 설비까지 리모텔링한스마트호텔입니다강추합니다	1
잠실에서 처음 왔는데 리모델링을 했는지 방이 깔끔하고 좋네요~ 다음에 또 이용할게여"	1
객실도 깨끗하고주인장도 친절하고이벤트도 빵빵하고역시 좋아요하오 강추합니다	1
7+1 숙박대실 이벤트 상시 진행한다고합니다우리 모두 하오호텔로몰려갑시다응윈리뷰 작성시스위트와인과 무료숙박권도준데요 상시진행한다고 하네요우리 모두 응원리뷰 작성합시다강추합니다	1
리모델링을 해서 그런지 시설 깔끔하고 보기 좋았습니다^^	1
따뜻한 쌍화탕 한병 너무 감사합니다피로 싹 풀고가요화장실이 방만 해요 화장실에서 자도 될듯역대급 화장실 짱다음에 또 올게요 10회가 무료에요? 5회가 무료에요?	1
객실도청결하고주인장도 친절하시고너무 너무 마음에 들어요강추합니다	1
무한대실 은 프리미엄방에서만 되는건가요?미리 글을 기재해주셨으면 좋았겠네요	1
청결상캐두 되게 좋았구 시설들도 되게 좋았어요! 만족합니다~	1
오늘도 사장님은 먼저 친절하게 적립에 대해 설명해주시네요주말 대실에 저렴한 가격에 제공해주시고 내부도 깔끔하고 조명도 좋고 청결함이 느껴져서 너무너무 좋아요다음에 또 올게요^^	1
시설 잘되있고청결하고직원 친절하고이정도면방이동에서이찌방이죠강추합니다	1
리모델링한 건지 새 건물 냄새가 나긴 했지만, 시설은 깔끔해서 좋았습니다.	1
하오 좋아요7번 대실 혹은 숙박하면1번 무료라응원리뷰 작성해서 당첨돼면무료숙박권이라좋아요강추합니다	1
올때마다 청소상태를 확인하는데제경험상 방이동에서 제일로청결합니다강추합니다자주오세요	1
7+1 무료 숙박대실 이벤트로오늘 무한대실 이용했습니다감사합니다전번에는 응원리뷰 작성으로무료숙박권 수령했습니다감사합니다강추합니다	1
리모델링 했는지 깨끗하고 깔끔했습니다.새집냄새가 복도에서는 조금나긴했지만 방은 아주 쾌적하고 주말이였는데 방음도 잘되었던거 같아요체크아웃시간이 1시인것도 좋았어요^^	1
역시 방이동최고의 비지니스호텔북유럽스타일의 스마트호텔좋아요 7+1 무료 대실숙박도 하오 좋아요응원리뷰 작성시 무료숙박권스위트와인 증정도 하오 좋아요강추합니다	1
완전 깔끔하고 좋습니다. 친절하시고요 따로 적립도 되구요 위치도 적당하게 좋아서 매우 만족합니다. 방도 넓은것 같고 시설도 깔끔하고 깨끗합니다. 자주 이용하고 싶운 곳입니다. 다음에 또 근처에서 논다면 꼭 여기로 갈것 같네요.	1
새건물이라 너무 깨끗하고 만족스러웠습니다.방이동에 갈시 재방문하겠습니다.사장님도 너무 친절하십니다.	1
방이동 최고의 비지니스 호텔건물 내부와 설비까지리모델링한 스마트 호텔입니다강추합니다	1
새로 리모델링해서 그런지 깔끔하고 직원분도 친절하시고 좋았어요	1
방이동 최고의 비지니스호텔입니다 건물 내부에 인테리어와 설비시설까지리모델링한 북유럽스타일의 스마트 호텔입니다어서 오세요강추합니다7 + 1 무료 숙박 대실 이벤트가상시로 진행되고 있습니다	1
항상 깨끗하고 사장님이 친절하셔서 벌써 두달안에 오늘이 아홉번째 애용하고 있네요.	1
깨끗하고 무난했습니다 배음료2개있었구요 편하게자거왔어요~	1
세면용품을 1,000원주고 산 뒤 엘리베이터 타고 올라가는데 엘리베이터에서 향긋한 방향제 냄새가 올라왔다. 방 내부는 깔끔했고 화장실이 심플하면서도 실용적이었다.	1
방이동 최고의 비지니스호텔입니다북유럽스타일 건물내부와 설비시설까지리모델링한 스마트호텔입니다숙박대실 7+1 무료이벤트 상시 진행응원리뷰 작성시 무료숙박권스위트와인증정합니다강추합니다	1
석촌호수 구경하고서 힘들었는데 쉬기에 안성맞춤이었습니다~~	1
오늘 무한대실 했습니다너무 좋습니다응원리뷰 작성으로 당첨되서스위와인 한병과 무료숙박권 2매받았습니다고맙습니다자주올께요강추합니다	1
음 좀더 깨끗하면 자주 이용할거 같습니다.편하게 잘 쉬다갑니다.	1
건물외부와 내부설비까지 리모델링한방이동 최고의북유럽스타일의비지니스호텔 문자 그대로좋은 하오호텔 입니다주위 사람들에게 강추합니다	1
좋앗어요 앞에 물도잇고 과자랑 트윅스랑 아늑하고 좋앗네용	1
방이동 최고의 비지니스 호텔입니다알바 아닙니다감사합니다강추합니다	1
번호등록해서 10번가면 하루더 되는것도좋고 깔끔해서 좋앗어요	1
너무 친절하고 잘쉬다갑니다. 깔끔한거같고 시설도 너무 만족스럽습니다. 새건물이라 전체적으로 깔끔하고 친절하셔서 재 방문의사 있습니다.	1
북유럽스타일의비지니스 호텔건물외부는 물론 내부 설비까지인테리어를한 호털이죠비오날 북유럽스타일 호털에서숙박하는 것도 좋은 경허이죠강추합니다	1
얼마전에 리모델링한건지 새건물인지 내부가 매어 깔끔하네요. 쾌적합니다.	1
깨끗하고 시설좋아요 타 업체 35000원 짜리 수준입니다	1
사장님 친절하시고 시설좋고 깨끗하고 가격저렴하고 정말 좋네요...정말 굿! 입니다!!	1
하하하 오오오오좋아요하하하 오오오또올께요하하하 오오오강추합니다	1
잠실에서 볼일 보고 쉬었다가려고 머물렀던곳인데정말 쾌적해서 좋았네요. 감사합니다.	1
프론트에 먹거리도풍부하고과자나 음료도 적당히 괜찮아요질리지 않고 적당해요좋아요 역시 말그대로 하오입니다자주 올께요주위분들에게 강추합니다	1
물과 믹스 커피2개 더 먹는것도 눈치보면서 먹어야하다니... 방음이 너무 안되고 베게커버는 대실후 교환도 안한채로 사용.. 다시 오고싶지않아요.	0
알바 아닙니다 프리미엄 객실 이용했구요 그냥 깔끔하고 나쁘지 않았어요	1
항상청결하고 좋은숙박을 하고있습니다잠실쪽에서 숙박하시려늣분들께 강추	1
내부 아주깔끔하고 좋았습니다^^ 전에갔을땐 새집냄새 (?)가 강해서힘들었는데 냄새도다빠지구 수압도 쎄고 사장님도 친절하시고 좋았습니다~!	1
매번 방문할때마다 느끼는 너무나깨끗하고 청결하고편안하고 좋아요말그대로 즣아요 하오입니다하하하~~~~~~~~오오오~~~~~~강추합니다	1
예약시간보다 일찍갔는데도 방을내주셔서 잘쉬다갑니당~~^^	1
욕조가 넘 깨끗해서 감동.. 베개가 높아 고생한거 말고는 다 넘 좋았어요!	1
잘이용하고갑니다. 7번 숙박대실시 한번 포인트별로 숙박또는 대실주네요	1
시설도 좋고 청결도도 좋았습니다. 방음도 아주 잘되구요 . 편히 쉬다갑니다.	1
깔끔하고 위생적이었습니다 사장님이 친절하셔서 다음에도 방문하고 싶은 곳이네요 잘 놀다갑니다	1
시설이 지은지얼마안된거같아 깨끗하고 내부도심플하고 가격대비 정말괜찮았던거같습니다 가운이없는게아쉽긴했지만좋았습니다	1
리모델링 건물이라 아직 냄새가 나지만깨끗하고 아늑아늑...	1
새단장해서그런지 시설은깔끔하네요아직까지 안쉬운점은 서비스정신이너무없으신듯	1
응원리뷰 작성해서당첨됐습니다무료숙박권 2 매, 스위트와인 받았습니다감사합니다강추합니다감사합니다	1
깨끗하고 좋았습니다 예약 처리도 빠르게 되서 바로 방으로 들어갔어요! 괜찮네요! 다음에 또 이용할게요	1
청결하고 내부도 아주 깔끔합니다. 가격도 저렴하구요 굿 다음부터 또 와야겠어요	1
좋아요!깔끔하고 사장님도 너무 친절하시고카운터 앞에 있는 과자도 막 챙겨주시고대실 숙박 모두 좋아요!!	1
우선 조명이 너무 밝아서 좋구요 저렴하게 잘 이용했습니당	1
정말 시설좋고 깔끔했습니다 퇴실할때 재촉없으시고 편하게 쉬다가요!	1
7+1 무료 숙박.대실 혜택 받았습니다잘 쉬었다갑니다응원리뷰 작성해서 무료숙박권2매받았습니다감사합니다스위트와인도 준다고하내요역시 하오입니다감사합니다	1
사장님도 친절하시구 방 상태도 깨끗하고 좋았습니당몇번이용해봤는데 맘에듭니다~	1
7+1 무료 숙박,대실 이벤트로무료 슥박했습니다응원리뷰 작성으로 당첨되서 스위티와인 받고 숙박권 2매 수령했습니다감사합니다역시 하오입니다강추합니다	1
위치도 찾기편하고방청결상태도 좋았습니다~!!가성비최고인듯요~!	1
방이동 탑5 안 들어가는 명품호텔입니다만족합니다 자주오고 주위에 강추합니다	1
잠실에 굉장히 많은 모텔 중에 전체적으로 만족스러운 곳이었습니다.	1
시설 청결 서비스 세박자 다 완벽했습니다다만 추위를 많이타는편이라 장판이있었으면 더 좋았을텐데 아쉽게도 장판이 카운터에만 비치되어있었나보네요 퇴실하고 리뷰작성하려고 왔다가 사장님이 사람들 리뷰에 답글단거 보고알았어요 번창하세요	1
사장님친절하고 방은따뜻한데 담배냄새랑 침대가좀 딱딱하네요~	1
생각보다 방이 작은감이 있지만리모델링 건물이라 깔끔하고 깨끗합니당	1
7+1 대실,숙박 무료이벤트가 상시진행 응원리뷰 작성시 추천을 통해 무료숙박권2매스위트와인 증정 이벤트 상시 진행좋습니다 역시 하오입니다강추 합니다	1
사장님이 친절하시고 시설도 좋습니다.단점은 가운은 달라해야주십니다.	1
출입문 들어가는 순간.. 아 새로 리모델링을 해서 그런지약간의 페인트냄새가 코를자극들어가서 둘러보니 깔끔하고 심플한 기본적인 인테리어침구류는 깔끔한편이며 조금 매트가 딱딱한편냉장고엔 물2병 식혜에 배쥬스 유리컵인지 플라스틱 컵인지 들어있고 의자또한 너무딱딱하지도않고 푹신하지않은 굿의자샤워실은 매우 깔끔하며 수압도 좋고 화장실 들어가는문이 유리문으로 되어있으나 잘닫히고 세심한 배려가 있었음매우 만족합니다프론트엔 까까와 사탕 원두커피 물이 준비되어있어요재방문의사 ●●●●○	1
입실이 늦다는거 외엔 다좋았어요 깨끗하구 시설도 좋았구 만점드립니당!	1
응원리뷰 작성하면추첨해서스위트와인 한병무료숙박권 2매 준다고 하네요상시진행 이벤트 입니다많이들 좋은 응원리뷰 부탁합니다	1
지난번 방보다 작은 방을 주신 이유는 모르겠지만...흠흠 토요일이라 그랬을까요?여튼 따뜻하게 잘 자고 왔어요.늦은 입실이 좀 불편했지만 그것말고는 좋았어요.	1
